Measure,Relationship,Type,Name,Alias,Country,Address,Registration number,Notes,Source URL
Bank of Dandong,related,Company,Korea Kwangson Banking Corporation,KKBC,North Korea,,,"""FinCEN is concerned that Bank of Dandong uses the U.S. financial system to facilitate financial activity for Korea Kwangson Banking Corporation (KKBC) and KOMID, as well as other entities connected to North Korea's WMD and ballistic missile programs""; ""KKBC is a U.S.- and UN-designated North Korean bank that has provided financial services in support of WMD proliferators""; ""KKBC maintained a direct relationship with Bank of Dandong since approximately 2013""",https://www.fincen.gov/system/files/federal_register_notices/2017-11-08/Dandong%20Final%202017-24238.pdf
Bank of Dandong,related,Company,Korea Mining Development Trading Corporation,KOMID,North Korea,,,"""Bank of Dandong has also facilitated financial activity for the Korea Mining Development Trading Corporation (KOMID), a U.S.- and UN-designated entity""; ""As of early 2016, a front company for KOMID maintained multiple bank accounts with Bank of Dandong""; ""The President subjected KOMID to an asset blocking by listing it in the Annex of Executive Order 13382 in 2005, and the United States designated KOMID pursuant to Executive Order 13687 in January 2015 for being North Korea's primary arms dealer and its main exporter of goods and equipment related to ballistic missiles and conventional weapons""",https://www.fincen.gov/system/files/federal_register_notices/2017-07-07/2017-14026.pdf
Bank of Dandong,related,Company,Korea Mining Development Trading Corporation,KOMID,North Korea,,,"""Bank of Dandong has, for example, facilitated financial activity for Korea Mining Development Trading Corporation (KOMID), a U.S.- and UN-designated entity""; ""As of early 2016, a front company for KOMID maintained multiple bank accounts with Bank of Dandong""; ""The President blocked KOMID by listing it in the Annex of Executive Order 13382 in 2005, and the Office of Foreign Assets Control (OFAC) designated KOMID pursuant to Executive Order 13687 in January 2015 for being North Korea's primary arms dealer and its main exporter of goods and equipment related to ballistic missiles and conventional weapons""",https://www.fincen.gov/system/files/federal_register_notices/2017-11-08/Dandong%20Final%202017-24238.pdf
Banque Misr UAE,self,,Banque Misr UAE,Banque Misr United Arab Emirates Branches;Banque Du Caire,United Arab Emirates,Dubai,,"""The term “Banque Misr UAE” means all five branches of Banque Misr located in the United Arab Emirates as well as any other offices, branches, affiliates, or subsidiaries of Banque Misr located in the United Arab Emirates""; ""This includes the two branches in Dubai (located in Deira and Business Bay), one in Abu Dhabi, one in Sharjah, and one in Ras Al Khaimah""; ""Egypt-based Banque Misr commenced its operations in the UAE in August 1972 under the name of Banque Du Caire""",https://www.fincen.gov/system/files/2026-08/Banque-Misr-UAE-NPRM.pdf
Banque Misr UAE,self,,Banque Misr UAE,,United Arab Emirates,Dubai,,"""Banque Misr UAE is a commercial bank in the UAE offering a range of retail and wholesale banking services""",https://www.fincen.gov/system/files/2026-08/Banque-Misr-UAE-NPRM.pdf
Banque Misr UAE,self,,Banque Misr UAE,,United Arab Emirates,Abu Dhabi,,"""Banque Misr UAE operates under UAE banking regulations and is regulated by the Central Bank of the UAE (CBUAE), the UAE financial supervisor""",https://www.fincen.gov/system/files/2026-08/Banque-Misr-UAE-NPRM.pdf
Banque Misr UAE,self,,Banque Misr UAE,,United Arab Emirates,Sharjah,,"""According to the CBUAE, Banque Misr UAE is one of 63 registered banks in the country""",https://www.fincen.gov/system/files/2026-08/Banque-Misr-UAE-NPRM.pdf
Banque Misr UAE,self,,Banque Misr UAE,,United Arab Emirates,Ras Al Khaimah,,"""Banque Misr UAE has approximately USD 6 billion in assets""; ""It has three direct U.S. correspondent relationships through which it accesses the U.S. financial system""",https://www.fincen.gov/system/files/2026-08/Banque-Misr-UAE-NPRM.pdf
Banque Misr UAE,owner,Company,Banque Misr,,Egypt,,,"""In July 2007, these UAE branches were fully acquired by Banque Misr, wholly owned by the government of Egypt""; ""Egypt-based Banque Misr, and its branches and operations in countries other than the UAE, are expressly excluded from the definition of “Banque Misr UAE” for the purposes of this NPRM""",https://www.fincen.gov/system/files/2026-08/Banque-Misr-UAE-NPRM.pdf
Banque Misr UAE,owner,Organization,government of Egypt,,Egypt,,,"""Banque Misr UAE is also wholly owned by the government of Egypt""",https://www.fincen.gov/system/files/2026-08/Banque-Misr-UAE-NPRM.pdf
Banque Misr UAE,related,Company,Alpa Trading FZCO,,United Arab Emirates,,,"""Alpa Trading FZCO, a UAE-based front company operated by Iranian financial facilitators, knowingly facilitated illicit flows of funds, including for the purchase of products on behalf of Iran’s Ministry of Defense and Armed Forces Logistics (MODAFL) and the Islamic Revolutionary Guard Corps (IRGC),""; ""In September 2025, Alpa Trading FZCO was designated as an SDGT pursuant to E.O. 13224, as amended, for having materially assisted, sponsored, or provided financial, material, or technological support for, or goods or services to or in support of, Ramin Jalalian""; ""between 2024 and 2025, Banque Misr UAE processed over USD 32 million in transactions for Alpa Trading FZCO""",https://www.fincen.gov/system/files/2026-08/Banque-Misr-UAE-NPRM.pdf
Banque Misr UAE,related,Company,Naba Alzaki Raw Materials Trading LLC,,United Arab Emirates,,,"""Naba Alzaki Raw Materials Trading LLC, a UAE-based front company, has been used by Iran-based Mohsen Khandan and Partners General Partnership Company (Khandan Exchange) as part of Iran’s shadow banking network""; ""In July 2026, OFAC designated Naba Alzaki Raw Materials Trading LLC pursuant to E.O. 13902, for operating in the financial sector of the Iranian economy""; ""between March and July 2025, Banque Misr UAE processed over USD 29 million in transactions for Naba Alzaki Raw Materials Trading LLC""",https://www.fincen.gov/system/files/2026-08/Banque-Misr-UAE-NPRM.pdf
Banque Misr UAE,related,Company,Midas Oil Trading DMCC,,United Arab Emirates,,,"""According to press reporting, UAE-based Midas Oil Trading DMCC is a key money laundering entity on behalf of Iranian Supreme Leader Mojtaba Khamenei""; ""in January 2025, Banque Misr UAE processed a transaction for over USD 1 million for Midas Oil Trading DMCC""",https://www.fincen.gov/system/files/2026-08/Banque-Misr-UAE-NPRM.pdf
Bitzlato,self,,Bitzlato,Bitzlato Limited; ChangeBot,Hong Kong,"Unit 617, 6/F, 131-132 Connaught Road West, Solo workshops, Hong Kong",,"""This order: (1) sets forth FinCEN's determination that Bitzlato Limited (Bitzlato), a virtual asset service provider (VASP) incorporated in the Hong Kong Special Administrative Region of the People's Republic of China (Hong Kong), is a financial institution operating outside of the United States that is of primary money laundering concern in connection with Russian illicit finance""; ""Bitzlato is identified as “registered under the laws of Hong Kong” and “located at Unit 617, 6/F, 131-132 Connaught Road West, Solo workshops, Hong Kong.”""; ""The order defines Bitzlato, a CVC exchanger registered in Hong Kong and previously known as ChangeBot, to mean all subsidiaries, branches, and offices of Bitzlato operating in any jurisdiction, as well as any successor entity""",https://www.federalregister.gov/documents/2023/01/23/2023-01189/imposition-of-special-measure-prohibiting-the-transmittal-of-funds-involving-bitzlato
Bitzlato,self,,Bitzlato,,Russia,,,"""FinCEN finds that reasonable grounds exist for concluding that Bitzlato, a P2P CVC exchanger with significant operations in Russia, is a financial institution of primary money laundering concern in connection with Russian illicit finance""; ""a study performed by a blockchain analysis company expressly identifies Bitzlato as having a presence in Moscow City (the financial district of Moscow, Russia) during the period between 2019 and 2021""",https://www.federalregister.gov/documents/2023/01/23/2023-01189/imposition-of-special-measure-prohibiting-the-transmittal-of-funds-involving-bitzlato
Burma****,self,,Burma****,Myanmar,Burma,,,"""On November 18, 2003, the Secretary of the Treasury designated Burma as a jurisdiction of primary money laundering concern pursuant to 31 U.S.C. 5318A""; ""Burma (also known as Myanmar) has no effective anti-money laundering controls in place""; ""The Secretary has found Burma to be a jurisdiction of primary money laundering concern due to a number of factors, including: (1) Inadequate anti-money laundering controls; and (2) lack of cooperation with U.S. law enforcement agencies in criminal matters""",https://www.fincen.gov/system/files/shared/311_burma_nprm.pdf
Burma****,self,,Burma****,Myanmar,Burma,,,"""The Secretary has designated Burma as a jurisdiction of primary money laundering concern under 31 U.S.C. 5318A""; ""Burma (also known as Myanmar) has no effective anti-money laundering controls in place""; ""FinCEN is issuing this final rule to require certain U.S. financial institutions to take the proposed special measure regarding Burma""",https://www.fincen.gov/system/files/shared/burma.pdf
Burma****,related,Organization,United Wa State Army,,,,,"""the Secretary has information that specific financial institutions within Burma are essentially controlled by and used to facilitate money laundering for organized drug trafficking organizations such as the United Wa State Army and members of the Kokang ethnic group""; ""The United States as designated the United Wa State Army as significant narcotics traffickers under the Foreign Narcotics Kingpin Designation Act (the “Kingpin Act”)""",https://www.fincen.gov/system/files/shared/311_burma_nprm.pdf
"CIBanco S.A., Institution de Banca Multiple (CIBanco)",self,,"CIBanco S.A., Institution de Banca Multiple (CIBanco)",,Mexico,"Mexico City, Mexico",,"""CIBanco S.A., Institución De Banca Multiple (CIBanco), a Mexico-based commercial bank, is a financial institution operating outside of the United States that is of primary money laundering concern in connection with illicit opioid trafficking""; ""According to commercially available bank data, CIBanco is headquartered in Mexico City, Mexico, and as of 2024 had over 200 known branches in Mexico and was the majority owner of two non-depository finance companies: Finanmadrid Mexico, S.A. de C.V. and CI Fondos S.A. de C.V.""",https://www.federalregister.gov/d/2025-11993
"CIBanco S.A., Institution de Banca Multiple (CIBanco)",subsidiary,Company,CI Fondos S.A. de C.V.,,Mexico,,,"""CIBanco is headquartered in Mexico City, Mexico, and as of 2024 had over 200 known branches in Mexico and was the majority owner of two non-depository finance companies: Finanmadrid Mexico, S.A. de C.V. and CI Fondos S.A. de C.V.""",https://www.federalregister.gov/d/2025-11993
"CIBanco S.A., Institution de Banca Multiple (CIBanco)",target,Company,CI Fondos S.A. de C.V.,,Mexico,,,"""The order defines CIBanco S.A., Institucion De Banca Multiple, a Mexico-based commercial bank, to include its branches, subsidiaries, and offices located in Mexico and operating pursuant to Mexican financial laws and regulations""",https://www.federalregister.gov/d/2025-11993
"CIBanco S.A., Institution de Banca Multiple (CIBanco)",subsidiary,Company,"Finanmadrid Mexico, S.A. de C.V.",,Mexico,,,"""CIBanco is headquartered in Mexico City, Mexico, and as of 2024 had over 200 known branches in Mexico and was the majority owner of two non-depository finance companies: Finanmadrid Mexico, S.A. de C.V. and CI Fondos S.A. de C.V.""",https://www.federalregister.gov/d/2025-11993
"CIBanco S.A., Institution de Banca Multiple (CIBanco)",target,Company,"Finanmadrid Mexico, S.A. de C.V.",,Mexico,,,"""The order defines CIBanco S.A., Institucion De Banca Multiple, a Mexico-based commercial bank, to include its branches, subsidiaries, and offices located in Mexico and operating pursuant to Mexican financial laws and regulations""",https://www.federalregister.gov/d/2025-11993
Commercial Bank of Syria (Includes Syrian Lebanese Commercial Bank)*****,self,,Commercial Bank of Syria (Includes Syrian Lebanese Commercial Bank)*****,,Syria,"Damascus, Syria",,"""CBS is based in Damascus, Syria, and maintains approximately 50 branches and employs about 4,500 persons""; ""All of the branches are located in Syria""; ""CBS was established in Syria in 1967 as the single, government-owned bank specializing in servicing foreign trade and commercial banking, including foreign exchange transactions""",https://www.fincen.gov/system/files/shared/311syrianprm.pdf
